,State,County,POP2010,food_deserts,pop_in_des,perc_lila,n_tracts,urban_des,rural_des,n_urban,n_rural,des_percent,LowIncomeTracts,low_vehicle_tracts,total_housing_units,pop_in_group_housing,pop_LILA,state_pop_ratio,state_tract_ratio,cnty_obesity_pct_adj,cnty_dm_pct_adj,cnty_inactive_pct_adj,Adolescent_births,ABR,p_hs_edatt,PC_PHYS_R,DENTIST_R,PSYCH_R,PCT_HSPNC,PCT_WHITE,PCT_BLACK,PCT_ASIAN,PCT_AMIND_ESK,PCT_ISLANDER,PCT_MULTI,PCT_OTHER,PCT_65OVER,PCT_18_64,PCT_UNDR18,PCT_UNDER5,unemployment_rate,n_hospitals,mort_30_ami,mort_30_cabg,mort_30_copd,mort_30_hf,mort_30_pn,mort_30_stk,readm_30_ami,readm_30_cabg,readm_30_copd,readm_30_hf,readm_30_hip_knee,readm_30_hosp_wide,readm_30_pn,readm_30_stk,Chlamydia,Tuberculosis,Gonorrhea,HIV,senior_flu_deaths,Measles,Mumps,Pertussis,Rubella,varicella_hospitalizations,Salmonellosis,ecoli_hem,ecoli_nonhem,syphilis,botulism_dtfood,std,vaccine_dx,food_dx,opiods_rx_1000,opiods_greater_than_stateavg,MILK_PRICE10,SODA_PRICE10,MILK_SODA_PRICE10,PCH_FFR_07_12,FFR07,FFR12,pop2010_in_des
29,CA,Orange,3010232,6,26194.0,0.0125936764556,582,6.0,0.0,579,3,0.0103092783505,113,45,992781,39236.0,37910,0.0808030159267,0.0725324027916,0.203,0.073,0.16,6635.0,0.19137037037,0.831,1906.12296296,1496.55296296,23790.9596296,0.324066666667,0.647337037037,0.0207111111111,0.19057037037,0.00925925925926,0.00549259259259,0.0278259259259,0.156348148148,0.115281481481,0.636692592593,0.248014814815,0.0654333333333,0.0669711846318,322.0,0.135375,0.028,0.0732352941176,0.112352941176,0.109105263158,0.1376875,0.167294117647,0.144888888889,0.203823529412,0.218944444444,0.0466666666667,0.148818181818,0.167473684211,0.129125,267.853108996,7.44128691742,37.7711751121,9.30160864678,0.0664400617627,0.0664400617627,0.0,16.5767954098,0.0,0.298980277932,13.0222521055,0.431860401457,0.166100154407,4.0860637984,0.0,319.011956554,24.4499427287,17.7062764598,509.28,0,1.019708,1.102873,0.8553471,8.21484992101,2532.0,2740,26194.0
30,CA,Placer,348432,6,25433.0,0.0705247070223,84,6.0,0.0,69,15,0.0714285714286,9,5,132627,3807.0,24573,0.00935288590559,0.0104685942173,0.226,0.062,0.139,427.0,0.125666666667,0.932,3089.46666667,2401.11333333,8716.76833333,0.124716666667,0.903916666667,0.0134333333333,0.0481,0.0205,0.00493333333333,0.0292666666667,0.0400166666667,0.147516666667,0.631683333333,0.220833333333,0.0526166666667,0.073095890411,42.0,0.143,0.0,0.0745,0.119,0.0975,0.1545,0.1525,0.0,0.1865,0.1895,0.047,0.142333333333,0.167,0.112,172.774027644,0.86100013776,18.3680029389,2.58300041328,0.28700004592,0.0,0.0,22.9600036736,0.0,0.0,15.2110024338,0.57400009184,0.0,1.4350002296,0.0,195.160031226,24.1080038573,17.2200027552,896.8,1,1.032918,1.089488,0.8770728,2.7397260274,292.0,300,25433.0
31,CA,Plumas,20007,1,4760.0,0.159271006143,7,0.0,1.0,0,7,0.142857142857,3,0,8977,277.0,3187,0.000537043636386,0.000872382851446,0.225,0.069,0.162,37.0,0.25,0.907,802.772,1665.05,1308.4,0.07256,0.94064,0.00866,0.01006,0.04666,0.0007,0.02186,0.01878,0.20708,0.62002,0.17286,0.03448,0.1085,42.0,0.0,0.0,0.0,0.114,0.108333333333,0.0,0.0,0.0,0.0,0.2235,0.0,0.151666666667,0.169333333333,0.0,274.903783676,0.0,14.9947518369,4.99825061229,0.0,0.0,0.0,9.99650122457,0.0,0.0,4.99825061229,4.99825061229,0.0,0.0,0.0,294.896786125,9.99650122457,9.99650122457,1351.18,1,1.032918,1.089488,0.8770728,-31.25,16.0,11,4760.0
32,CA,Riverside,2189641,54,282522.0,0.0929446167653,453,53.0,1.0,404,49,0.119205298013,185,39,686260,35829.0,203515,0.0587760666277,0.0564556331007,0.269,0.091,0.201,7848.0,0.313130434783,0.788,4160.25043478,3227.71,24776.9208696,0.442295652174,0.687717391304,0.0732260869565,0.0582391304348,0.0193391304348,0.00524347826087,0.0361347826087,0.194504347826,0.123847826087,0.604330434783,0.271804347826,0.0721,0.110154362416,224.0,0.145666666667,0.03525,0.0816923076923,0.111916666667,0.120333333333,0.152833333333,0.169333333333,0.148,0.200785714286,0.225076923077,0.0465454545455,0.1545625,0.170266666667,0.132416666667,323.934380111,3.33387984606,35.3025906987,9.45360449498,0.182678347729,0.0,0.0456695869323,21.3276970974,0.0,0.0,9.36226532112,0.182678347729,0.0913391738646,8.54021275634,0.0,377.230788061,24.8899248781,18.1764955991,583.28,0,1.019708,1.102873,0.8553471,9.35534591195,1272.0,1391,282522.0
33,CA,Sacramento,1418788,25,115362.0,0.0495628864875,317,25.0,0.0,304,13,0.0788643533123,135,56,513945,23787.0,70319,0.0380842238607,0.0395064805583,0.274,0.09,0.183,4300.0,0.2565,0.849,3564.5525,2410.42,7192.84,0.21050625,0.64881875,0.1077125,0.1666875,0.02285,0.01283125,0.0517,0.09756875,0.1200375,0.6237375,0.2562125,0.06880625,0.0993961352657,126.0,0.141714285714,0.02375,0.0796666666667,0.1115,0.114857142857,0.15225,0.172285714286,0.12875,0.208,0.224625,0.0433333333333,0.15425,0.166142857143,0.12625,594.944417348,4.58137508916,133.14180836,12.6868848623,0.0,0.0,0.0,12.3344713939,0.0,0.0704826936794,9.37419825936,0.704826936794,0.0704826936794,6.69585589954,0.0,747.46896647,16.9863291767,16.8453637894,853.64,1,1.032918,1.089488,0.8770728,0.3,1000.0,1003,115362.0
34,CA,San Benito,55269,2,8030.0,0.0806165636629,11,2.0,0.0,8,3,0.181818181818,7,0,16805,289.0,4456,0.00148357398608,0.00137088733799,0.24,0.073,0.151,150.0,0.217,0.747,2724.6,3027.33,18164.0,0.5475,0.7317,0.0152,0.0453,0.0278,0.0054,0.0537,0.2336,0.0941,0.6088,0.297,0.0765,0.113282051282,14.0,0.134,0.0,0.072,0.113,0.142,0.151,0.176,0.0,0.208,0.222,0.052,0.154,0.17,0.114,320.251859089,1.80933253723,16.283992835,7.23733014891,0.0,0.0,0.0,12.6653277606,0.0,0.0,23.521322984,0.0,0.0,5.42799761168,0.0,349.201179685,14.4746602978,28.9493205956,636.38,1,0.9964433,1.130546,0.8153738,-25.0,32.0,24,8030.0
35,CA,San Bernardino,2035210,64,356923.0,0.105424458783,368,59.0,5.0,332,36,0.173913043478,182,50,611618,40054.0,214561,0.0546307082126,0.0458624127617,0.279,0.087,0.206,9279.0,0.39172,0.777,3403.11961538,3020.20961538,16879.3811538,0.363507692308,0.720296153846,0.0816538461538,0.05555,0.0262961538462,0.0059,0.0374961538462,0.150488461538,0.102588461538,0.62175,0.275665384615,0.0792961538462,0.109194174757,266.0,0.1365,0.0275,0.0744285714286,0.113866666667,0.1175,0.138181818182,0.171875,0.1515,0.201142857143,0.225,0.047625,0.1495625,0.166933333333,0.130363636364,426.737290009,2.948098722,56.013875718,9.4830508891,0.0491349787,0.0491349787,0.0,8.9425661234,0.0,0.0982699574,10.2692105483,0.4422148083,0.1474049361,2.948098722,0.0,495.182315338,12.0872047602,13.8069290147,608.56,1,1.019708,1.102873,0.8553471,5.45182972367,1339.0,1412,356923.0
36,CA,San Diego,3095313,22,99389.0,0.0335306859694,627,20.0,2.0,598,29,0.0350877192982,221,47,1086865,101966.0,103788,0.0830868270742,0.0781405782652,0.229,0.075,0.162,8267.0,0.2395,0.851,2684.88447368,3058.97210526,9507.45210526,0.290702631579,0.767368421053,0.0545368421053,0.104707894737,0.0291236842105,0.00827105263158,0.0412421052632,0.0798052631579,0.119144736842,0.644471052632,0.236381578947,0.0644868421053,0.0784487179487,238.0,0.136428571429,0.032,0.0753333333333,0.1126875,0.107875,0.143428571429,0.163785714286,0.151,0.195,0.2153125,0.0481428571429,0.1483125,0.16675,0.1285,496.331065711,7.17213412666,65.356879902,0.0,0.0646138209609,0.161534552402,0.0,36.8298779477,0.0,0.290762194324,16.8965141813,0.613831299129,0.419989836246,14.7319511791,0.0,576.419896792,44.5189226421,32.6622864957,526.14,0,1.032918,1.089488,0.8770728,7.13983945923,2367.0,2536,99389.0
37,CA,San Francisco,805235,10,30772.0,0.0204551443052,195,10.0,0.0,194,1,0.0512820512821,72,23,345811,24264.0,16471,0.0216147514642,0.0243020937188,0.16,0.07,0.16,636.0,0.133857142857,0.855,1529.67,1864.685,6327.0925,0.1427875,0.5365375,0.072675,0.363925,0.0123875,0.007275,0.035325,0.04575,0.138625,0.7233625,0.1380125,0.0445125,0.0741079812207,154.0,0.144142857143,0.0315,0.0717142857143,0.113222222222,0.1107,0.14575,0.177,0.1565,0.205142857143,0.229777777778,0.0448333333333,0.150111111111,0.1741,0.12725,571.26180556,12.1703602054,240.55089508,55.5117450185,0.0,0.24837469807,0.0,17.5104162139,0.124187349035,0.0,20.7392872888,0.620936745174,0.124187349035,79.8524654293,0.0,947.176911088,30.0533384664,101.336876812,514.08,0,1.122215,1.164422,0.8915755,17.5202156334,742.0,872,30772.0
38,CA,San Joaquin,685306,7,32078.0,0.0688868426149,139,7.0,0.0,121,18,0.0503597122302,69,15,215007,14354.0,47209,0.0183955228808,0.0173230309073,0.306,0.094,0.213,2821.0,0.2676,0.757,6386.294,3908.676,9806.932,0.33998,0.68502,0.07294,0.14775,0.0229,0.00799,0.05193,0.12045,0.10957,0.60407,0.28637,0.07349,0.124027149321,98.0,0.146166666667,0.052,0.09,0.1205,0.129333333333,0.164333333333,0.1652,0.145,0.2075,0.2325,0.0474,0.156571428571,0.169333333333,0.130166666667,536.110876017,6.71232996647,103.457433614,13.7165003663,0.0,0.0,0.0,12.2572981996,0.0,0.0,16.7808249162,1.89696281661,0.0,6.42048953314,0.0,659.70529953,18.9696281661,25.0982772659,791.36,1,1.032918,1.089488,0.8770728,-8.57787810384,443.0,405,32078.0
39,CA,San Luis Obispo,269637,2,6347.0,0.0928636897392,53,2.0,0.0,40,13,0.0377358490566,13,8,102016,17006.0,25039,0.00723780851623,0.00660518444666,0.198,0.06,0.141,483.0,0.1926,0.884,2089.598,1819.378,16119.71,0.19216,0.87626,0.02488,0.03978,0.0216,0.00306,0.03148,0.06722,0.15134,0.65522,0.19346,0.05072,0.0757983193277,42.0,0.153666666667,0.027,0.0936666666667,0.116666666667,0.107666666667,0.149,0.1585,0.147,0.194333333333,0.208333333333,0.046,0.145666666667,0.166,0.123333333333,249.594825636,1.48347593246,11.4969384765,7.04651067917,0.0,0.0,0.0,137.592392735,0.0,0.741737966229,12.6095454259,2.5960828818,2.96695186491,0.0,0.0,268.138274792,139.817606634,18.1725801726,822.56,1,0.9964433,1.130546,0.8153738,-5.57939914163,233.0,220,6347.0
40,CA,San Mateo,718451,3,14557.0,0.0165964992223,156,3.0,0.0,151,5,0.0192307692308,25,10,257837,8853.0,11924,0.0192852270508,0.0194416749751,0.197,0.066,0.152,955.0,0.143555555556,0.883,2356.471,1494.647,6160.407,0.24799,0.6891,0.03174,0.21076,0.00957,0.01675,0.03889,0.08506,0.12816,0.64633,0.22548,0.06348,0.06066875,98.0,0.134,0.0326666666667,0.082,0.106,0.110666666667,0.149,0.158333333333,0.141333333333,0.192666666667,0.208,0.0436666666667,0.148571428571,0.164333333333,0.1255,273.783459136,8.21211189072,29.3687391346,7.37698186794,0.0,0.0,0.0,26.584972392,0.0,0.0,19.2079905241,1.11350669705,0.695941685654,4.73240346245,0.0,315.261583601,34.7970842827,25.7498423692,492.12,0,1.122215,1.164422,0.8915755,7.28744939271,494.0,530,14557.0
41,CA,Santa Barbara,423895,3,7978.0,0.0475390643166,89,2.0,1.0,76,13,0.0337078651685,34,9,142104,17782.0,20152,0.0113785231292,0.0110917248255,0.192,0.064,0.149,1493.0,0.278875,0.798,3307.525,2134.91375,11549.8725,0.426375,0.7969875,0.0197625,0.0504875,0.023325,0.0030375,0.0328,0.1415625,0.129125,0.6337625,0.2371125,0.0669125,0.0725,70.0,0.138,0.0325,0.093,0.1184,0.1206,0.166333333333,0.1675,0.1395,0.193666666667,0.2054,0.043,0.1442,0.159,0.109666666667,335.696339895,7.07722431262,15.5698934878,3.30270467922,0.0,0.0,0.0,15.5698934878,0.0,0.0,12.7390037627,0.471814954175,0.0,1.17953738544,0.0,355.748475448,22.6471178004,14.3903561023,659.16,1,0.9964433,1.130546,0.8153738,10.5442176871,294.0,325,7978.0
42,CA,Santa Clara,1781642,14,75876.0,0.017256069216,372,14.0,0.0,363,9,0.0376344086022,123,34,604204,30350.0,30744,0.0478242364381,0.0463609172483,0.208,0.076,0.162,3150.0,0.1820625,0.862,3736.345,1229.455625,19500.59,0.2691,0.5393,0.03209375,0.32931875,0.01200625,0.0066375,0.038725,0.1219125,0.1065125,0.6513625,0.24211875,0.0720125,0.0742777777778,154.0,0.141444444444,0.033,0.073,0.11575,0.105625,0.150333333333,0.175,0.1478,0.202571428571,0.218,0.0493333333333,0.151888888889,0.171375,0.126666666667,317.403833093,10.8327037643,33.5645432696,7.91404782779,0.0,0.280639993893,0.0561279987787,26.8291834162,0.0,0.0561279987787,17.9048316104,0.673535985344,0.224511995115,6.28633586321,0.0,365.168760054,38.0547831719,25.0892154541,438.88,0,1.122215,1.164422,0.8915755,9.87460815047,1276.0,1402,75876.0
43,CA,Santa Cruz,262382,4,19996.0,0.0775394869635,52,4.0,0.0,45,7,0.0769230769231,17,4,94355,10969.0,20345,0.00704306409768,0.00648055832502,0.198,0.059,0.11,674.0,0.26475,0.846,2040.94166667,6807.125,5418.99166667,0.269716666667,0.894533333333,0.0194166666667,0.0456,0.01685,0.00281666666667,0.0352666666667,0.0661166666667,0.0982333333333,0.691116666667,0.216166666667,0.0554333333333,0.0927155172414,42.0,0.147,0.027,0.082,0.135,0.1235,0.1405,0.1575,0.146,0.2085,0.205,0.0473333333333,0.140666666667,0.161,0.116,290.035139606,3.81123705132,17.9128141412,3.43011334619,0.0,0.0,0.0,33.1577623465,0.0,0.381123705132,11.8148348591,1.52449482053,1.52449482053,4.95460816672,0.0,316.33267526,37.350123103,19.8184326669,784.92,1,0.9964433,1.130546,0.8153738,22.5806451613,155.0,190,19996.0
44,CA,Shasta,177223,9,38131.0,0.159961901476,48,8.0,1.0,27,21,0.1875,26,11,70346,2654.0,28349,0.00475715921284,0.00598205383848,0.28,0.075,0.19,513.0,0.31575,0.879,2932.99875,2214.99375,590.25625,0.06435,0.9215125,0.0125625,0.0285625,0.0569125,0.004025,0.0420375,0.0218625,0.1842375,0.6130125,0.20275,0.0467625,0.109352941176,56.0,0.1385,0.029,0.0843333333333,0.13,0.129666666667,0.166,0.178,0.154,0.200333333333,0.205,0.0495,0.147,0.168,0.122,234.732512146,1.12852169301,20.3133904741,2.25704338602,0.0,0.0,0.0,18.0563470881,0.0,0.0,10.7209560836,0.564260846504,0.0,0.564260846504,0.0,257.867206852,19.1848687811,11.8494777766,1382.94,1,0.9964433,1.130546,0.8153738,-12.7516778523,149.0,130,38131.0
45,CA,Sierra,3240,0,0.0,0.237163370206,1,0.0,0.0,0,1,0.0,0,0,1482,33.0,768,8.69706293742e-05,0.000124626121635,0.228,0.069,0.174,0.0,0.0,0.81668627451,0.0,1122.0,0.0,0.0784,0.9335,0.0125,0.0015,0.0053,0.0,0.0062,0.0535,0.2014,0.6257,0.1729,0.0425,0.110266666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.5925925926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.8641975309,0.0,0.0,0.0,92.5925925926,0.0,30.8641975309,1393.0,1,1.032918,1.089488,0.8770728,-50.0,2.0,1,
46,CA,Siskiyou,44900,5,12609.0,0.300041847337,14,1.0,4.0,3,11,0.357142857143,12,3,19505,474.0,13472,0.00120524112929,0.00174476570289,0.228,0.067,0.183,103.0,0.3842,0.893,1362.985,1632.0525,1029.75,0.137175,0.911275,0.024475,0.0249125,0.0791875,0.00415,0.065125,0.026675,0.186925,0.602525,0.210525,0.0496625,0.125833333333,28.0,0.0,0.0,0.079,0.1325,0.139,0.17,0.0,0.0,0.201,0.2065,0.043,0.1475,0.1575,0.124,162.583518931,0.0,13.3630289532,2.2271714922,0.0,0.0,0.0,22.271714922,0.0,0.0,6.68151447661,4.45434298441,2.2271714922,0.0,0.0,178.173719376,22.271714922,13.3630289532,1254.24,1,0.9964433,1.130546,0.8153738,-3.44827586207,29.0,28,12609.0
47,CA,Solano,413344,7,23110.0,0.0536795480961,96,7.0,0.0,89,7,0.0729166666667,29,10,141758,12452.0,22188,0.0110953048852,0.011964107677,0.267,0.098,0.204,1042.0,0.191666666667,0.859,1363.385,1551.835,6620.29,0.235583333333,0.647766666667,0.125516666667,0.14385,0.0235666666667,0.0130166666667,0.0624333333333,0.11625,0.135316666667,0.616416666667,0.248266666667,0.0636333333333,0.0907159763314,56.0,0.1435,0.031,0.072,0.116333333333,0.1165,0.146,0.17,0.146,0.207,0.225333333333,0.0545,0.15025,0.1775,0.125,502.970891074,4.83858481071,105.723078114,7.49980645661,0.241929240536,0.0,0.0,9.67716962143,0.0,0.0,10.402957343,0.967716962143,0.0,3.14508012696,0.241929240536,619.338855771,14.7576836727,14.7576836727,858.0,1,1.122215,1.164422,0.8915755,-3.78006872852,291.0,280,23110.0
48,CA,Sonoma,483878,7,49170.0,0.065585056184,99,7.0,0.0,77,22,0.0707070707071,21,15,185825,10043.0,31735,0.0129886340125,0.0123379860419,0.221,0.059,0.134,912.0,0.160222222222,0.864,3668.28222222,2715.57444444,9794.70777778,0.215888888889,0.859366666667,0.0132666666667,0.0336,0.0215888888889,0.0046,0.0263777777778,0.0960222222222,0.147677777778,0.637444444444,0.214888888889,0.0543555555556,0.0735879120879,84.0,0.137666666667,0.0295,0.0878,0.1248,0.1278,0.1524,0.154333333333,0.138,0.1914,0.1962,0.0408,0.140833333333,0.1602,0.1208,243.863122523,1.85997296839,20.046375326,0.0,0.0,0.0,0.0,50.8392611361,0.0,0.619990989464,13.0198107788,1.23998197893,0.206663663155,2.89329128417,0.0,266.802789133,53.3192250939,17.359747705,915.2,1,1.122215,1.164422,0.8915755,-6.875,320.0,298,49170.0
49,CA,Stanislaus,514453,12,61925.0,0.0826166702702,94,12.0,0.0,82,12,0.127659574468,48,22,165180,6305.0,42502,0.0138093522202,0.0117148554337,0.305,0.081,0.204,2157.0,0.344,0.751,1496.31555556,6917.54555556,13225.9144444,0.423422222222,0.791133333333,0.0322222222222,0.0561555555556,0.0211666666667,0.00864444444444,0.0372555555556,0.130122222222,0.101977777778,0.602822222222,0.2952,0.0796222222222,0.131335294118,70.0,0.134333333333,0.0293333333333,0.09025,0.121,0.122,0.155666666667,0.167,0.145,0.214,0.22975,0.0512,0.1506,0.173,0.12,362.71535009,3.11009946487,32.4616631646,5.83143649663,0.0,0.0,0.194381216554,30.9066134321,0.0,0.0,22.3538399037,1.36066851588,0.0,7.19210501251,0.0,408.200554764,34.2110941136,30.9066134321,1064.76,1,1.032918,1.089488,0.8770728,4.67289719626,321.0,336,61925.0
50,CA,Sutter,94737,5,24610.0,0.149905677306,21,4.0,1.0,16,5,0.238095238095,9,4,31437,1060.0,14202,0.00254300509723,0.00261714855434,0.257,0.079,0.205,301.0,0.258,0.779,426.343333333,2106.16333333,2066.12666667,0.289633333333,0.743766666667,0.0160333333333,0.111233333333,0.0393666666667,0.00896666666667,0.0535333333333,0.1376,0.1351,0.594833333333,0.270066666667,0.0701333333333,0.13087037037,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.156,0.0,0.0,251.221803519,3.1666613889,31.666613889,7.38887657409,0.0,0.0,0.0,5.2777689815,0.0,0.0,9.49998416669,2.1111075926,0.0,2.1111075926,0.0,292.388401575,8.44443037039,13.7221993519,1009.14,1,1.032918,1.089488,0.8770728,-3.57142857143,56.0,54,24610.0
51,CA,Tehama,63463,5,29778.0,0.266278577898,11,3.0,2.0,4,7,0.454545454545,9,3,23767,842.0,16899,0.00170352378147,0.00137088733799,0.259,0.076,0.16,247.0,0.34025,0.816,1426.52,1893.385,0.0,0.17795,0.8759,0.016925,0.01435,0.04425,0.001875,0.042425,0.089975,0.1788,0.58175,0.239475,0.06415,0.109485714286,14.0,0.0,0.0,0.088,0.134,0.116,0.138,0.0,0.0,0.186,0.188,0.043,0.15,0.162,0.121,263.145454832,0.0,4.72716385926,3.15144257284,0.0,0.0,0.0,15.7572128642,0.0,0.0,17.3329341506,3.15144257284,0.0,0.0,0.0,271.024061264,15.7572128642,20.4843767234,1452.9,1,0.9964433,1.130546,0.8153738,19.3548387097,31.0,37,29778.0
52,CA,Trinity,13786,2,3256.0,0.37732758292,5,0.0,2.0,0,5,0.4,5,0,6083,385.0,5202,0.00037005465943,0.000623130608175,0.246,0.072,0.193,27.0,0.2945,0.81668627451,482.0625,1636.375,0.0,0.054675,0.938825,0.005175,0.017075,0.085625,0.013775,0.06615,0.01195,0.183375,0.641175,0.17545,0.0353,0.151642857143,14.0,0.0,0.0,0.0,0.115,0.108,0.0,0.0,0.0,0.0,0.217,0.0,0.159,0.18,0.0,116.059770782,0.0,7.25373567387,7.25373567387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25373567387,0.0,0.0,130.56724213,0.0,7.25373567387,1419.62,1,0.9964433,1.130546,0.8153738,0.0,12.0,12,3256.0
53,CA,Tulare,442179,14,72691.0,0.186701318435,78,12.0,2.0,59,19,0.179487179487,53,18,130352,4772.0,82555,0.0118693166438,0.00972083748754,0.293,0.076,0.218,3007.0,0.489666666667,0.673,2632.07333333,3605.89,15290.8744444,0.572611111111,0.802166666667,0.0123444444444,0.0310222222222,0.0371222222222,0.00235555555556,0.0301777777778,0.146588888889,0.115444444444,0.579611111111,0.304955555556,0.0874333333333,0.131441176471,42.0,0.151,0.026,0.100666666667,0.139,0.159,0.179333333333,0.171,0.138,0.211333333333,0.219333333333,0.0435,0.152666666667,0.149,0.132,357.773661798,5.87997168567,20.3537481427,4.97536065711,0.226152757141,0.0,0.0,52.0151341425,0.0,0.0,14.0214709428,1.35691654285,0.0,4.07074962854,0.0,387.173520226,58.1212585853,19.4491371142,717.46,1,0.9964433,1.130546,0.8153738,20.8556149733,187.0,226,72691.0
54,CA,Tuolumne,55365,0,0.0,0.199741937795,11,0.0,0.0,4,7,0.0,3,2,22156,4482.0,11059,0.00148615089361,0.00137088733799,0.226,0.062,0.179,65.0,0.1595,0.883,981.29,1307.6525,11554.0,0.13155,0.86155,0.0534,0.0181,0.0347,0.003975,0.04415,0.0755,0.199925,0.6533,0.146725,0.0353,0.108777777778,14.0,0.154,0.0,0.093,0.117,0.102,0.159,0.166,0.0,0.184,0.185,0.045,0.148,0.158,0.119,187.844305969,0.0,7.22478099883,3.61239049941,0.0,0.0,1.80619524971,57.7982479906,0.0,0.0,1.80619524971,1.80619524971,0.0,0.0,0.0,198.681477468,59.6044432403,3.61239049941,1450.74,1,1.032918,1.089488,0.8770728,-15.1515151515,33.0,28,
55,CA,Ventura,823318,14,68132.0,0.0463505309391,173,13.0,1.0,153,20,0.0809248554913,56,10,266920,10600.0,38161,0.0221001495787,0.0215603190429,0.216,0.067,0.168,2493.0,0.234444444444,0.823,2459.73555556,2014.43555556,30620.74,0.371855555556,0.7348,0.0223,0.0735444444444,0.0217666666667,0.00323333333333,0.0373888888889,0.183711111111,0.1171,0.624566666667,0.258322222222,0.0675555555556,0.0750452961672,98.0,0.131833333333,0.0306666666667,0.0787142857143,0.1135,0.111571428571,0.144,0.1662,0.145666666667,0.202285714286,0.207166666667,0.048,0.145714285714,0.167142857143,0.122833333333,276.806774539,4.00817181211,20.6481578199,4.7369303234,0.0,0.0,0.364379255646,45.1830277001,0.0,0.0,14.5751702258,0.364379255646,0.364379255646,3.4008730527,0.0,305.592735735,49.5555787679,18.7048017898,606.62,1,0.9964433,1.130546,0.8153738,5.77933450088,571.0,604,68132.0
56,CA,Yolo,200849,1,5922.0,0.0506463294101,41,1.0,0.0,37,4,0.0243902439024,15,7,70872,6709.0,10172,0.00539134689481,0.00510967098704,0.229,0.075,0.152,471.0,0.226666666667,0.838,1728.45333333,1270.06666667,5293.82666667,0.372416666667,0.72655,0.0275,0.0962333333333,0.02135,0.00645,0.0436166666667,0.16925,0.102166666667,0.6482,0.249633333333,0.0697166666667,0.0944897959184,28.0,0.155,0.0,0.0985,0.1375,0.1375,0.1615,0.0,0.0,0.2025,0.2195,0.049,0.153,0.1715,0.123,287.778380774,3.98309177541,26.885869484,2.98731883156,0.0,0.0,0.0,8.46407002275,0.0,0.0,9.95772943853,0.497886471927,0.0,0.995772943853,0.0,318.647342033,12.4471617982,11.4513888543,635.58,1,1.032918,1.089488,0.8770728,2.20588235294,136.0,139,5922.0
57,CA,Yuba,72155,4,19145.0,0.204145855728,14,4.0,0.0,8,6,0.285714285714,9,3,24307,1171.0,14730,0.00193684128472,0.00174476570289,0.302,0.077,0.224,328.0,0.306666666667,0.765,1538.0,4935.55666667,0.0,0.203966666667,0.830966666667,0.0277666666667,0.0716,0.0679333333333,0.0062,0.0813,0.0998,0.1347,0.605066666667,0.260266666667,0.0705666666667,0.146025,14.0,0.152,0.029,0.088,0.117,0.107,0.157,0.189,0.156,0.21,0.231,0.052,0.153,0.176,0.122,273.023352505,1.38590534267,19.4026747973,5.54362137066,0.0,0.0,0.0,4.157716028,0.0,0.0,20.78858014,1.38590534267,0.0,2.77181068533,0.0,300.741459358,5.54362137066,24.946296168,1181.44,1,1.032918,1.089488,0.8770728,14.2857142857,28.0,32,19145.0
